post_title,listing_category,_phone,_email,_address,_website,_instagram,_facebook,_gallery,post_content
Apart Hotel La Bodega- Las Paredes,Apart Hoteles,5492604571788,,es,http://www.labodegaaparthotel.com/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/APART-LA-BODEGA.png,Apart Hotel La Bodega- Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-la-bodega-las-paredes/
Apart Hotel Colorina & Spa – Las Paredes- 3 Estrellas,Apart Hoteles,5492604692666,,es,,https://www.instagram.com/colorina.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/colorina.jpg,Apart Hotel Colorina &#038; Spa – Las Paredes- 3 Estrellas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-colorina-spa-las-paredes-3-estrellas/
Apart Hotel Cavis – 1 Estrella,Apart Hoteles,5492604600662,,es,https://www.aparthotelcavis.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cavis.jpg,Apart Hotel Cavis &#8211; 1 Estrella en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-cavis-1-estrella/
Apart Hotel Ayum Elun Aldea de Río – Valle Grande,Apart Hoteles,5492604538866,,es,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,https://www.facebook.com/AyumElun.aldeaderio.SanRafael/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/ayum-elun.jpg,Apart Hotel Ayum Elun Aldea de Río &#8211; Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/apart-hotel-ayum-elun/
COMPLEJO UTN Los Reyunos,Hostels,2604021708,,es,https://www.reyunos.utn.edu.ar/habitaciones.html,https://www.instagram.com/utn_losreyunos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/08/Captura-2.jpg,COMPLEJO UTN Los Reyunos en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/08/24/complejo-utn-los-reyunos/
LA JARILLA HOSTEL,Hostels,2604567476,,es,,https://www.instagram.com/lajarillahostel/profilecard/?igsh=MWg1NmlydjNsdGM5Mg%3D%3D,https://www.facebook.com/profile.php?id=61560233292333&mibextid=ZbWKwL,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/hostel-la-jarilla.jpg,LA JARILLA HOSTEL en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/12/la-jarilla-hostel/
Hostel Nido – Ciudad,Hostels,,,es,,https://www.instagram.com/nido_hostel/?hl=es-la,https://www.facebook.com/nidohostel,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/271998692_105222702064572_1295511855528295154_n.jpg,Hostel Nido &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/26/nido-ciudad/
Hostel Sigrum,Hostels,,,es,,https://www.instagram.com/sigrumhostel/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/sigrum.jpg,Hostel Sigrum en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/hostel-sigrum/
Hostel Shanti-Las Paredes,Hostels,,,es,http://www.shantihostel.com.ar/,https://www.instagram.com/shanti.hostel/?hl=es,https://www.facebook.com/Shanti-Hostel-169966623058058/?ref=br_rs,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/HOSTEL-SHANTI.jpg,Hostel Shanti-Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-shanti-las-paredes/
Hostel Rogupani – Ciudad,Hostels,5492604419889,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/rogupani.jpg,Hostel Rogupani &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-rogupani/
Hostel Antonieta – Ciudad,Hostels,,,es,https://antonietahostel.com.ar/,https://www.instagram.com/antonietahostel/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/antonieta.jpg,Hostel Antonieta &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-antonieta/
Hostel Amukan – Ciudad,Hostels,,,es,,https://www.instagram.com/amukangh/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/AMUKAN-2.jpg,Hostel Amukan &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hostel-amukan/
Museo Posada Benelli – Las Paredes,Posadas,2604826030,,es,,https://www.instagram.com/museoposadabenelli/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/07/71d4e97a-7aa0-496e-9ed8-546ab61ddcdf.jpg,Museo Posada Benelli &#8211; Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/07/13/museo-posada-benelli-las-paredes/
Finca La Penúltima,Posadas,5492604054453,,es,http://www.fincalapenultima.com,https://www.instagram.com/fincalapenultima/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/la-penultima.jpg,Finca La Penúltima en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/finca-la-penultima/
Chalet Los Troncos – Cuadro Benegas,Posadas,,,es,,https://www.instagram.com/chaletlostroncos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/chalet-los-troncos.jpg,Chalet Los Troncos &#8211; Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/03/chalet-los-troncos-cuadro-benegas/
CASARTERO Eco Posada,Posadas,,,es,http://www.casartero.com/,https://www.instagram.com/casartero/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casa-artero.jpg,CASARTERO Eco Posada en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casartero-eco-posada/
Lodge Algodón Wine – Cuadro Benegas,Posadas,2604295985,,es,https://www.algodonhotels.com/wineestates/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/algodon.jpg,Lodge Algodón Wine – Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/lodge-algodon-wine-cdo-benegas/
La Carmelita- Las Paredes,Posadas,,,es,http://www.fincalacarmelitahotel.com/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-carmelita.jpg,La Carmelita- Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/la-carmelita-las-paredes/
Finca La Encantada – Rama Caída,Posadas,,,es,http://www.fincalaencantada.com/,https://www.instagram.com/fincalaencantada/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/Logo-La-Encantada-fondo-blanco.png,Finca La Encantada – Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/finca-la-encantada-rama-caida/
Finca El Alpataco- Rama Caída,Posadas,,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-alpataco.jpg,Finca El Alpataco- Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/finca-el-alpataco-rama-caida/
La Casona de Crismajo – Cuadro Benegas,Posadas,,,es,,https://www.instagram.com/lacasona.decrismajo/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/crismajo.jpg,La Casona de Crismajo – Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/la-casona-de-crismajo-cdo-benegas/
Chaglasian Wine & Suites – Las Paredes,Posadas,,,es,https://chaglasianwinery.com/Instagram:,https://www.instagram.com/chaglasianwineandsuites/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/changlasian.jpg,Chaglasian Wine &#038; Suites – Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/chaglasian-wine-suites-las-paredes/
Casas Viejas – Las Paredes,Posadas,,,es,http://www.fincacasasviejas.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/casas-viejas-scaled.jpg,Casas Viejas – Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casas-viejas-las-paredes/
Casa Quinta Las Rosas – La Llave,Posadas,,,es,http://www.casaquintalasrosas.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/CASA-QUINTA-LAS-ROSAS.jpg,Casa Quinta Las Rosas – La Llave en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/casa-quinta-las-rosas-la-llave/
Casas de Campo La Josefina – Rama Caída,Posadas,,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-josefina.jpg,Casas de Campo La Josefina – Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/07/hotel-bouquet-2/
Moment’s Bar – Ciudad,Gastronomía,,,es,https://momentstulugar.com/,https://www.instagram.com/moments.tu.lugar/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2026/01/moment.png,Moment’s Bar &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2026/01/14/moments-bar-ciudad/
BOMBASTICK San Rafael – Burger-Bar,Gastronomía,02604604343,,es,,https://www.instagram.com/bombastick.sanrafael/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-5.jpg,BOMBASTICK San Rafael &#8211; Burger-Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/bombastick-san-rafael-burger-bar/
PARRILLA DE LA FINCA,Gastronomía,2604500166,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-4.jpg,PARRILLA DE LA FINCA en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/parrilla-de-la-finca/
LA PREVIA Restó,Gastronomía,2604419615,,es,,https://www.instagram.com/laprevia.resto/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-3.jpg,LA PREVIA Restó en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/la-previa-resto/
ALMALEK_shawarma – Restó / Bar,Gastronomía,02604264633,,es,,https://www.instagram.com/almalek_shawarma/profilecard/?igsh=MXA1eTdyOWRoMDRydg%3D%3D,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/04/Captura-2.jpg,ALMALEK_shawarma &#8211; Restó / Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/04/04/almalek_shawarma-resto-bar/
DUVAR Resto Club –,Gastronomía,2604664018,,es,,https://www.instagram.com/duvarrestoclub/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/Captura.jpg,DUVAR Resto Club &#8211; en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/01/30/duvar-resto-club/
EL CABLE Restaurante – Parrilla,Gastronomía,2604577795,,es,,https://www.instagram.com/elcablewakepark/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2025/01/el-cable-restaurante.jpg,EL CABLE Restaurante &#8211; Parrilla en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2025/01/28/el-cable-restaurante-parrilla/
ZUIZA Helados &amp; Café,Gastronomía,02604414071,,es,,https://www.instagram.com/suizaheladeria/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/zuiza-helados.jpg,ZUIZA Helados &amp; Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/29/zuiza-helados-cafe/
MITTO Helados &amp; Café,Gastronomía,2604023893,,es,,https://www.instagram.com/mittoheladoos/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/mitto-helados.jpg,MITTO Helados &amp; Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/mitto-helados-cafe/
MAGIC TOP Helados,Gastronomía,26044425281,,es,,https://www.instagram.com/heladosmagicdelivery/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/magic.jpg,MAGIC TOP Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/magic-top-helados/
LOMORO Helados &amp; Café,Gastronomía,,,es,,https://www.instagram.com/heladoslomorosanrafael/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/lomoro.jpg,LOMORO Helados &amp; Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/lomoro-helados-cafe/
LA DELICIA Heladería,Gastronomía,2604422016,,es,,https://www.instagram.com/ladeliciahelados/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/la-delicia.jpg,LA DELICIA Heladería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/la-delicia-heladeria/
JOSSELIN Heladería,Gastronomía,2604424809,,es,,https://www.instagram.com/josselinheladeria/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/josselin-helados.jpg,JOSSELIN Heladería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/28/josselin-heladeria/
GRIDO Helados,Gastronomía,,,es,,https://www.instagram.com/gridomoreno.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/grido.jpg,GRIDO Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/27/grido-helados/
EL PINITO – Heladerías,Gastronomía,,,es,,https://www.instagram.com/elpinito_helados/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/el-pinito.jpg,EL PINITO &#8211; Heladerías en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/27/el-pinito-heladerias/
ANAHI- Helados,Gastronomía,2604019103,,es,,https://www.instagram.com/heladosanahi/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/helados-anahi.jpg,ANAHI- Helados en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/25/anahi-helados/
ALOHA Heladería- Ciudad,Gastronomía,2604562367,,es,,https://www.instagram.com/heladosaloha.sanrafael/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/11/aloha-helados.jpg,ALOHA Heladería- Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/11/25/aloha-heladeria-ciudad/
ORIGEN (Restó – Casa de Té – Bar),Gastronomía,2604649806,,es,,https://www.instagram.com/origen_ramacaida/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/origien.png,ORIGEN (Restó &#8211; Casa de Té – Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/04/origen-resto-casa-de-te-bar/
SYRAH Restaurante – Las Paredes,Gastronomía,2604802010,,es,,https://www.instagram.com/syrah.resto/?gad_source=1&gclid=Cj0KCQjw3vO3BhCqARIsAEWblcDFWPb93sIYZu5aUHw3SRF4vk4uDEcq2sI5xMSfaIBcqSuX1yDuW5waAlZaEALw_wcB,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/syrha.png,SYRAH Restaurante &#8211; Las Paredes en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/syrah-restaurante-las-paredes/
PARRILLA LO DEL TURCO – Ciudad,Gastronomía,02604677105,,es,,https://www.instagram.com/parrillalodelturco/?__d=11,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/los-del-turco.png,PARRILLA LO DEL TURCO &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/parrilla-lo-del-turco-ciudad/
PARRILLA AL CAR,Gastronomía,2604560049,,es,,,https://www.facebook.com/profile.php?id=100056740227713,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/al-car.png,PARRILLA AL CAR en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/parrilla-al-car/
MANO NEGRA (Resto Bar),Gastronomía,02604010510,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/mano-negra.png,MANO NEGRA (Resto Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/mano-negra-resto-bar/
LLAMATIVO Resto /Bar -Cañada Seca,Gastronomía,2604405557,,es,,https://www.instagram.com/llamativorestobar/?hl=es-la,https://www.facebook.com/p/Llamativo-Resto-Bar-100083025745805/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/llamativo.png,LLAMATIVO Resto /Bar -Cañada Seca en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/llamativo-resto-bar-canada-seca/
LA ALICIA (Restaurante &amp; Hotel de campo),Gastronomía,2604545545,,es,,https://www.instagram.com/hotel_laalicia/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/la-alicia.png,LA ALICIA (Restaurante &amp; Hotel de campo) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/02/la-alicia-restaurante-hotel-de-campo/
KYLO Restó,Gastronomía,2604607528,,es,,https://www.instagram.com/kylo.san.rafael/?hl=en,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/kilo.png,KYLO Restó en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/01/kylo-resto/
FIGO RESTAURANTE – Rama Caída,Gastronomía,02604504455,,es,,https://www.instagram.com/figorestaurante/,https://www.facebook.com/profile.php?id=61561858143034,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/10/figo-rs.png,FIGO RESTAURANTE &#8211; Rama Caída en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/10/01/figo-restaurante-rama-caida/
SANTAGUCHERIA – Sandwicheria,Gastronomía,,,es,,https://www.instagram.com/santagucheria/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/santag.png,SANTAGUCHERIA &#8211; Sandwicheria en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/29/santagucheria-sandwicheria/
MIKELINO´S – Pizzería,Gastronomía,2604225441,,es,,https://www.instagram.com/mikelinosoficial/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/mikelinos.png,MIKELINO´S &#8211; Pizzería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/29/mikelinos-pizzeria/
AFTER HOUSE – Minutas – Hamburguesas,Gastronomía,2604314257,,es,,https://www.instagram.com/afterhouse.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/after-house.png,AFTER HOUSE &#8211; Minutas &#8211; Hamburguesas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/hafter-house-minutas-pizzas/
SR. CAFE (Café- Bar),Gastronomía,02604429107,,es,,,https://www.facebook.com/Sr.cafeSR/?paipv=0&eav=Afak9LSFxaW4qatHySQ6zOMeujDbG4E1B7DmVbUmhh-PnurVg3MX3__cljWmgURHSPM&_rdr,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/se-cafe.png,SR. CAFE (Café- Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/sr-cafe-cafe-bar-2/
RISTTRETO Café,Gastronomía,2604557559,,es,,https://www.instagram.com/ristretto.cafe.bar/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/ristr.png,RISTTRETO Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/risttreto-cafe/
PASTELLA- Café – Pastelería,Gastronomía,2604342496,,es,,https://www.instagram.com/pastella.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/pastella.png,PASTELLA- Café &#8211; Pastelería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/pastella-cafe-pasteleria/
PARADOR MILLCAYAC – Valle Grande,Gastronomía,2604408014,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/milca-2.png,PARADOR MILLCAYAC &#8211; Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/parador-millcayac-valle-grande/
OLULA – Café de especialidad,Gastronomía,,,es,,https://www.instagram.com/olula.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/olula-san-rfael.png,OLULA &#8211; Café de especialidad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/olula-cafe-de-especialidad/
FUNEZ UN BAR – Café – Bar,Gastronomía,2604310229,,es,,https://www.instagram.com/funez.unbar/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/funez-un-bar.png,FUNEZ UN BAR &#8211; Café &#8211; Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/funez-un-bar-cafe-bar/
FRAMBUESA- Café – Pastelería,Gastronomía,02613895474,,es,,https://www.instagram.com/frambuesa.cake/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/frambuesa.png,FRAMBUESA- Café &#8211; Pastelería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/frambuesa-cafe-pasteleria/
PARADOR EL DESVIO- El Desvio,Gastronomía,2604350203,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/el-desvio-el-nihuil.png,PARADOR EL DESVIO- El Desvio en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/parador-el-desvio-el-desvio/
BAKO Café – Restó – Valle Grande,Gastronomía,,,es,,https://www.instagram.com/bako.resto/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/bako-cafe-resto.png,BAKO Café &#8211; Restó &#8211; Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/26/bako-cafe-resto-valle-grande/
SUTER PETIT RESTO – Cocina de Autor,Gastronomía,2604808681,,es,https://linktr.ee/suterpetitresto,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/08/Imagen-de-WhatsApp-2024-08-26-a-las-10.16.11_0e3cc3f6.jpg,SUTER PETIT RESTO &#8211; Cocina de Autor en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/08/26/suter-petit-resto-cocina-de-autor/
HOGAREÑO&#8217;S 🏡-Restaurante y Comidas para llevar,Gastronomía,2604560330,,es,,https://www.instagram.com/hogarenos.sr?utm_source=qr&igsh=cmVpc282ZzBpNjQ2,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/07/41d6b659-32cb-4599-b9dc-358a757899b2.jpeg,HOGAREÑO&#8217;S 🏡-Restaurante y Comidas para llevar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/07/03/hogarenos-%f0%9f%8f%a1-restaurante-y-comidas-para-llevar/
EL MATUNGO Restaurante,Gastronomía,5492604502558,,es,,https://www.instagram.com/elmatungo.sr/,https://www.facebook.com/elmatungosr/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/el-matungo-2.png,EL MATUNGO Restaurante en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/06/19/el-matungo-restaurante/
TOSCANA Restó – Ciudad,Gastronomía,2604406178,,es,,https://www.instagram.com/toscana_resto/?locale=zh-hans,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/a9d1d773-0659-4702-82f2-70138da80293.jpeg,TOSCANA Restó &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/06/13/toscana-resto-ciudad/
EL CAMINO DEL VINO – Wine Bar & Chill Out,Gastronomía,2604414300,,es,https://linktr.ee/elcaminodelvino?utm_source=linktree_profile_share,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/el-camino-del-vino-restaurante.jpeg,EL CAMINO DEL VINO &#8211; Wine Bar &#038; Chill Out en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/02/23/el-camino-del-vino-wine-bar-chill-out/
BODEGA FOW &amp; Restó – Cuadro Benegas,Gastronomía,5492604606882,,es,https://linktr.ee/fowines,https://www.instagram.com/fowines.fow/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/WhatsApp-Image-2025-09-17-at-13.23.09.jpeg,BODEGA FOW &amp; Restó &#8211; Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/02/09/bodega-fow-resto-cuadro-benegas/
CASA MADRE Restaurante- Casa de Té,Gastronomía,2613895474,,es,,https://www.instagram.com/casamadre2024/,https://www.facebook.com/people/Frambuesa-pasteler%C3%ADa-cafe-resto/100051045673835/?locale=es_ES,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/casa-madre.jpeg,CASA MADRE Restaurante- Casa de Té en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/12/15/frambuesa-cafe-resto/
OPORTO RESTAURANTE -Ciudad,Gastronomía,2604671861,,es,,https://www.instagram.com/oporto.sr/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/oporto.png,OPORTO RESTAURANTE -Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/12/12/oporto-restaurante-ciudad/
PAPRIKA RESTAURANTE & EVENTOS – VALLE GRANDE,Gastronomía,,,es,https://paprikamendoza.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/06/Paprika-RestauranteEventos.jpeg,PAPRIKA RESTAURANTE &#038; EVENTOS &#8211; VALLE GRANDE en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/06/21/paprika-restaurante-eventos-valle-grande/
BARRICAS BODEGON MENDOCINO – Parrilla,Gastronomía,2604126964,,es,,https://www.instagram.com/barricasbodegonmendocino/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/barricas-del-bodeg.png,BARRICAS BODEGON MENDOCINO &#8211; Parrilla en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/24/barricas-de-fuego-parrilla-las-paredes/
BLAXON Steak House & Bar – RESTAURANTE – Ciudad,Gastronomía,,,es,,https://www.instagram.com/blaxonrestaurante/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/273575901_114536057807663_6765073054358622636_n.jpg,BLAXON Steak House &#038; Bar &#8211; RESTAURANTE &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/23/blaxon-restaurante-ciudad/
ENCUENTRO`S Café Resto Bar – Ciudad,Gastronomía,,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/encuentro-cafe-resto.png,ENCUENTRO`S Café Resto Bar &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/20/encuentros-cafe-resto-bar-ciudad/
MISS OLIVOS – (Visitas Guiadas- Venta de Productos) – Cuadro Benegas,Gastronomía,2604510000,,es,https://www.missolivos.com.ar/Instagram:,https://www.instagram.com/miss.olivos/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/08/6faf727a-7e8c-4525-8ee1-fb5a3b79d972.jpg,MISS OLIVOS &#8211; (Visitas Guiadas- Venta de Productos) &#8211; Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/08/12/miss-olivos-cuadro-benegas/
MOSTAZA – Ciudad,Gastronomía,,,es,http://www.mostazaweb.com.ar,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/07/mostaza.png,MOSTAZA &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/07/28/mostaza-ciudad/
S&M Drinks – Ciudad,Gastronomía,,,es,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-26-at-12.04.33-PM.jpeg,S&#038;M Drinks &#8211; Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/26/sm-drinks-ciudad/
