Nombre,Apellidos,"Dirección de correo","Número de teléfono",WhatsApp,"Dirección","Sitio web",Instagram,Facebook,"Google Maps URL",Verificado,Premium,"Etapa del ciclo de vida"
"SIERRA PINTADA E.V.T.- Excursiones Locales","",,,,"Avda. San Martin 120 local 3- Ciudad de San Rafael",http://www.sierrapintada.com/,,,,No,No,Lead
"Hotel Bonito – 2 Estrellas","",,5492604566882,5492604566882,"Av. San Martín 329",,https://www.instagram.com/bonitohotel_sr/?hl=es,,,No,No,Lead
"Cabañas Ermitazh – Valle Grande","",,"km 13","5 – Valle Grande""","""Ruta Prov. 173",260154510202,,http://complejoermitazh.com/index.php,,No,No,Lead
"Apart Hotel Los Reyunos – 1 Estrella – Los Reyunos","",,5492604682007,5492604682007,"Club de Náutica y Pesca – Los Reyunos",http://www.losreyunos.net/,https://www.instagram.com/losreyunosapart/,,,No,No,Lead
"Cabañas Agata – Valle Grande","",,"km 22","5 – Valle Grande""","""Ruta Prov. 173",2604667079,,http://www.agatacabanas.com.ar/,,No,No,Lead
"Cabañas El Valle- Ciudad","",,5492604600031,5492604600031,"Av. Balloffet 1758 – Ciudad",http://www.cabanaselvalle.com.ar/,,,,No,No,Lead
"Cabañas Finca Richmond – Cuadro Benegas","",,"3 – Cuadro Benegas""",260154632132,"""R. Nacional 144 Km- 669",,,https://www.instagram.com/fincarichmond/,,No,No,Lead
"Cabañas Aldo – Las Paredes","",,5492604589050,5492604589050,"El Toledano 3195 – Las Paredes",,https://www.instagram.com/cabaldo.sanrafael/,https://www.facebook.com/cabanasaldosanrafael/,,No,No,Lead
"LA JARILLA HOSTEL","",,2604567476,2604567476,"Ubicación  Av. San Martín 402 esq. Luzuriaga – Ciudad",,https://www.instagram.com/lajarillahostel/profilecard/?igsh=MWg1NmlydjNsdGM5Mg%3D%3D,https://www.facebook.com/profile.php?id=61560233292333&mibextid=ZbWKwL,,No,No,Lead
"Cabañas Club De Pescadores – El Nihuil","",,5492604552080,5492604552080,"Margen izquierda Lago El Nihuil",http://www.clubdepescadoressr.com.ar/,,,,No,No,Lead
"Cabañas Buena Vista – Valle Grande","",,2601545464844248671,2601545464844248671,"Ruta Prov. 173 km 18 – Valle Grande",http://www.buenavistadelvalle.com.ar/,https://www.instagram.com/buenavista.vallegrande/,,,No,No,Lead
"Cabañas El Arca De Noé – Rama Caída","",,260154594306,260154594306,"Gutiérrez km 5 esq. Morales -Rama Caída",http://www.cabanaselarcadenoe.com.ar/,https://www.instagram.com/cabanaselarcadenoe/,https://www.facebook.com/cabanaselarcadenoe,,No,No,Lead
"Cabañas del Puente – Las Paredes","",,5491167947338,5491167947338,"Los Filtros 8501 – Las Paredes",http://www.cabdelpuente.com/,https://www.instagram.com/cabdelpuente_sr/,,,No,No,Lead
"Cabañas El Pueblo Escondido – Rama Caída","",,260154408456,260154408456,"Cubillos 4035 – Rama Caída",http://www.elpuebloescondido.com.ar/,https://www.instagram.com/pueblo.escondido/,,,No,No,Lead
"Apart La Aldea de San Rafael","",,5492604536078,5492604536078,"Hipólito Yrigoyen 4398 – Las Paredes",http://www.laaldeadesanrafael.com.ar,https://www.instagram.com/laaldeadesanrafael/,,,No,No,Lead
"Apart Hotel Sesma – Cuadro Nacional – 2 Estrellas","",,5492604323299,5492604323299,"Calle Salas 500 – Cuadro Nacional",http://www.complejosesma.com.ar,https://www.instagram.com/complejo_sesma/,,,No,No,Lead
"Hostel Antonieta - Ciudad","",,260154011920,260154011920,"Day 244 – Ciudad",https://antonietahostel.com.ar/,https://www.instagram.com/antonietahostel/?hl=es,,,No,No,Lead
"CABAÑAS ELITA - Rama Caída","",,541132636242,541132636242,"Domicilio  Ejército de Los Andes 6905- Rama Caída",,https://www.instagram.com/elitasanrafael,https://www.facebook.com/ElitaSanRafael/,,No,No,Lead
"Cabañas La Viñuela – Ciudad","",,5492604534006,5492604534006,"Santiago Grain 3030 – Loteo Viñuela  Altura de Dean Funes y Los Filtros  –",http://www.lavinuela.com.ar/,,https://www.facebook.com/lavinuela/,,No,No,Lead
"Cabañas Espejos Del Río – Rama Caída","",,260154223945154810160,260154223945154810160,"Ruta Prov. 175 s n Rama Caída",,https://www.instagram.com/espejosdelrio_alojamiento/,,,No,No,Lead
"Cabañas La Horqueta – Rama Caída","",,,,"Cubillos 6165 – km 5- Rama Caída",http://www.complejolahorqueta.com.ar/,,https://www.facebook.com/santiago.toledo1,,No,No,Lead
"Cabañas Los Nietos- Ciudad","",,5492604655542,5492604655542,"Avenida  Vélez Sarsfield 1333 – Ciudad",,https://www.instagram.com/losnietoscabanas/,,,No,No,Lead
"Apart Hotel Talú - Ciudad","",,5492604619229,5492604619229,"Blas Parera esq. Roca – Ciudad",,https://www.instagram.com/taluapart/?hl=es,,,No,No,Lead
"Cabañas Rocas Amarillas- 2 Estrellas – Valle Grande","",,"1 – Valle Grande""",260154624765,"""Ruta Prov. 173 – km 29",,http://www.rocas-amarillas.com.ar/,https://www.instagram.com/rocas_amarillas/,,No,No,Lead
"Apart Hotel La Bodega- Las Paredes","",,5492604571788,5492604571788,"Las Vírgenes 2880 – Las Paredes",http://www.labodegaaparthotel.com/,,,,No,No,Lead
"Cabañas Carü Leufu – Valle Grande","",,"4 – Valle Grande""",260154418025,"""Ruta Prov. 173 km Ruta Prov. 173 km 17",,http://www.caruleufu.com.ar/,https://www.instagram.com/caruleufuofficial/,,No,No,Lead
"Cabañas Complejo La Piedra – El Nihuil","",,5492604577686,5492604577686,"Beltrán 320- El Nihuil",,,,,No,No,Lead
"Cabañas Las Acequias – Rama Caída","",,,,"Ejército de Los Andes 3300 – Rama Caída",http://www.lasacequiassanrafael.com/,,,,No,No,Lead
"Hotel Francia - Ciudad","",,26015433729202604429351,26015433729202604429351,"Francia 248 – Ciudad",https://alojamientofrancia.com.ar/,https://www.instagram.com/hotel_francia/,"Hotel Francia",,No,No,Lead
"Cabañas La Divina Pereza – Rama Caída","",,5492604030573,5492604030573,"Cubillos 4035- Rama Caída",http://www.ladivinapereza.com.ar/,https://www.instagram.com/divinapereza/,https://www.facebook.com/divina.pereza/?__tn__=%2Cd%2CP-R&eid=ARCb_vEOugdNTxwqEPMznbDl7fWrtdH9Vw0pLiJ2MWl1BPAhIa4c-hDTZqJu6ab3NmokkU6QC6wWXBlX,,No,No,Lead
"Apart Hotel Colorina & Spa – San Rafael","",,5492604692666,5491167059202,"Canadá 329 – Las Paredes",http://www.colorinamza.com.ar/san_rafael/,https://www.instagram.com/colorina.sr/,"",,"Sí",No,Lead
"Cabañas Río Diamante – Las Paredes","",,5492604340135,5492604340135,"Los Filtros 5015 – Las Paredes",,https://www.instagram.com/cabanas_rio_diamante/,,,No,No,Lead
"Cabañas Aoni Kenk- Rama Caída","",,260154611611,260154611611,"Quiroga 400 Rama Caída",,https://www.instagram.com/aoni_kenk_sr/,https://www.facebook.com/cabanasaonikenksr/?locale=es_LA,,No,No,Lead
"Hotel Family Inn – Las Paredes – 2 Estrellas","",,2604675514,2604675514,"Av. Hipólito Yrigoyen 5501 – Las Paredes",http://www.familyinnsanrafael.com.ar,,,,No,No,Lead
"Cabañas Las Rocas- Ciudad","",,5492604599919,5492604599919,"Cangallo S N – Ciudad","http://cabañaslasrocas.com.ar/#!/-bienvenido/",,https://www.facebook.com/cabaniaslasrocas/,,No,No,Lead
"Cabañas Arco Iris – Las Paredes","",,5492604591478,5492604591478,"El Chañaral 776 -Las Paredes",http://cabanasarcoiris.com.ar/,,,,No,No,Lead
"Cabañas Río Azul 2- 2 Estrellas – Valle Grande","",,2604305017,2604305017,"Ruta Prov. 173 km 33 – Valle Grande",http://www.complejorioazul.com.ar/,https://www.instagram.com/rioazulvallegrande/,,,No,No,Lead
"Cabañas Posada San Vicente – Rama Caída","",,"5 – Rama Caída""",260154599141,"""Ruta Prov. 173 km 3",,http://www.posadasanvicente.net/,https://www.instagram.com/sanvicenteposada/,,No,No,Lead
"Cabañas Lo De Luis – Las Paredes","",,5492604330502,5492604330502,"Ruta Nacional 143 km 7.5 – Las Paredes",,https://www.instagram.com/cabanaslodeluis/?hl=es,,,No,No,Lead
"Cabañas Rincón Azul – Rama Caída","",,2601543317762604617379,2601543317762604617379,"Ejercito De Los Andes 9100 – Rama Caída.",http://www.rinconazulsanrafael.com/,https://www.instagram.com/cabanasrinconazul/,,,No,No,Lead
"Cabañas Rincón Del Valle – Valle Grande","",,"km 24","5 – Valle Grande""","""Ruta Prov. 173",2601545810682604604990,,http://www.rincondelvallecab.com.ar/,,No,No,Lead
"Suter Petit Hotel – Las Paredes","",,154808681,154808681,"Av. Hipolito Yrigoyen 3003 – Las Paredes",http://www.suterhotel.com.ar/,https://www.instagram.com/suter.petit.hotel/?hl=es,,,No,No,Lead
"Cabañas La Vita E Bella – Las Paredes","",,5492604620272,5492604620272,"Las Vírgenes 1390  – Las Paredes",http://www.lavitaebella.com.ar/,https://www.instagram.com/lavitaebellacabanas/,,,No,No,Lead
"Hotel Balloffet – 1 Estrella","",,,,"Av. Balloffet 326 – Ciudad",,,,,No,No,Lead
"Nihuil Hotel – El Nihuil","",,,,"El Nihuil  a 75 km. de Ciudad de San Rafael",https://www.smata.com.ar/el-nihuil-hotel/,,,,No,No,Lead
"Cabañas Frutos Deliciosos- Rama Caída","",,,,"R. Nac. 143 km 513 – Rama Caída",http://frutosdeliciosos.com.ar/cabanas/,https://www.instagram.com/fruto.sdeliciosos/?hl=es,,,No,No,Lead
"Apart Hotel Patios del Mediterráneo – 1 Estrella","",,,,"Avenida San Martín 77  – Ciudad",http://www.patiosdelmediterraneo.com/,https://www.instagram.com/patio.mediterraneo.apart.hotel/,,,No,No,Lead
"Cabañas Expoarte -Las Paredes","",,5492604670625,5492604670625,"Bertani Sur  1285 – Las  Paredes",,https://www.instagram.com/cabanas_expoarte/,,,No,No,Lead
"Martina Manuel Cabañas – Valle Grande","",,"Km. 13.5 – Valle Grande""",111526978208,"""Ruta Prov. 173",,https://www.martinamanuel.com/,https://www.instagram.com/cabanasmartinamanuel/,,No,No,Lead
"Cabañas Las Escondidas Entre Río y Montañas – Valle Grande","",," km 15 – Valle Grande""",,"""Ruta P Ruta Prov. 173",,http://www.lasescondidas.com/,https://www.instagram.com/cab.lasescondidas/,,No,No,Lead
"Cabañas Los Troncos- Ciudad","",,5492604058587,5492604058587,"Avenida  Balloffet 2825- Ciudad",http://www.lostroncoscab.com.ar/,https://www.instagram.com/complejoturisticolostroncos/,,,No,No,Lead
"Cabañas Entre El Atuel Y El Diamante – Rama Caída","",,2601545647000260154564702,2601545647000260154564702,"Cubillos 9700- Rama Caída",,https://www.instagram.com/cabanas_entreatuelydiamante/,,,No,No,Lead
"Cabañas Cuatro Cascadas – Valle Grande","",,,,"Ruta Prov. 173 km 28 – Valle Grande",http://www.cuatrocascadas.com.ar/,,,,No,No,Lead
"CASARTERO Eco Posada","",,260154827716,260154827716,"Calle Artero 880 – Cañada Seca",http://www.casartero.com/,https://www.instagram.com/casartero/?hl=es,,,No,No,Lead
"Cabañas El Auca – Villa 25 de Mayo","",,2604670652,2604670652,"Los Andes 145 – Villa 25 de Mayo",,https://www.instagram.com/elauca/,,,No,No,Lead
"Cabañas La Martina Casa de Campo – Rama Caída","",,260154517234,260154517234,"Arroyo 1331",http://www.xn--cabaaslamartina-1qb.com.ar/,https://www.instagram.com/lamartina.cdc/,,,No,No,Lead
"Cabañas Del Lago – Los Reyunos","",,5492604404042,5492604404042,"Club de Pesca y Náutica – Los Reyunos",http://www.cabanasreyunos.com.ar/,https://www.instagram.com/casadel_lago/,,,No,No,Lead
"Cabañas Las Magnolias- Ciudad","",,5492604482102,5492604482102,"Avenida  Balloffet 2245 – Ciudad",http://www.cabanaslasmagnolias.com.ar/,,,,No,No,Lead
"Cabañas Oasis Del Sol – Villa 25 de Mayo","",,5492604577003,5492604577003,"Francisco Arbet y S. Martín- Villa 25  de Mayo",http://www.oasisdelsol.com.ar/,,,,No,No,Lead
"Cabañas San José – 1 Estrella – Cuadro Nacional","",,5492604805927,5492604805927,"Los Ranqueles 120 – Cuadro Nacional",http://www.complejosanrafael.com.ar/,,,,No,No,Lead
"Cabañas Río Azul 1- Valle Grande","",,"km 33 – Valle Grande""",2604403457,"""Ruta Prov. 173",,http://www.rioazulvallegrande.com.ar/,https://www.instagram.com/rioazulvallegrande/,,No,No,Lead
"Hostel Sigrum","",,,,"San Juan 155 – Ciudad",,https://www.instagram.com/sigrumhostel/?hl=es-la,,,No,No,Lead
"Cabañas Reina De La Paz – Rama Caída","",,5492604646876,5492604646876,"Ejército De Los Andes 1100  – Rama Caída",http://www.cabanasreinadelapaz.com.ar/,,,,No,No,Lead
"Cabañas Postal de los Cerros Finca – Rama Caída","",,1131242100,1131242100,"La Bodega 789 – Rama Caída",http://www.postaldeloscerros.com.ar/,https://www.instagram.com/postaldeloscerros/,,,No,No,Lead
"Cabañas El Mangrullo – Rama Caída","",,,,"Ej. De Los Andes 8900 – Rama Caída",,,,,No,No,Lead
"BODEGA BIANCHI (Bodega / Espumantes) - Las Paredes","",,,,"R. Nac. 143 y Valentin Bianchi – Las Paredes",http://www.bodegasbianchi.com.ar,https://www.instagram.com/bodegasbianchi/?hl=es-la,https://www.facebook.com/BodegasBianchi,,No,No,Lead
"Cabañas San José Del Atuel- Rama Caída","",,260154572994,260154572994,"Ejército de Los Andes 1900 -Rama Caída",,https://www.instagram.com/sanjosedelatuel/,,,No,No,Lead
"BONY’S PIZZA (Pizzería) - Ciudad","",,,,"Av. San Martín 459 – Ciudad",,https://www.instagram.com/bonys.pizza/,https://www.facebook.com/bonyspizza,,No,No,Lead
"Cabañas Bosque Divino – 4 Estrellas – Valle Grande","",,"km 36 – Valle Grande""",5492604581603,"""Ruta Prov. 173",,http://www.bosquedivino.com.ar/,https://www.instagram.com/bosquedivino1/,,No,No,Lead
"Hotel Alas- 1 Estrella","",,26044227324437435,26044227324437435,"Comandante Salas 51 – Ciudad",http://www.alashotel.com.ar/elhotel.html,https://www.instagram.com/hotelalas/?hl=es,,,No,No,Lead
"Cabañas Calderón II – 2 Estrellas – Las Paredes","",,5492604351626,5492604351626,"El Toledano Norte 255 – Las Paredes",http://www.cabanascalderon.com.ar/,https://www.instagram.com/cabanascalderon/,,,No,No,Lead
"BODEGA LIMBO- Cuadro Benegas","",,,,"La Ortizana s n Cuadro Benegas",http://www.limbo.com.ar/,https://www.instagram.com/bodegalimbo/,https://www.facebook.com/bodegalimbo,,No,No,Lead
"LA VIEJA BODEGA SERRA (Bodega / Aceite de Oliva) - Rama Caída","",,5492604817994,5492604817994,"Cubillos 4900 –  Rama Caída",http://www.bodegaserra.com.ar,https://www.instagram.com/laviejabodegaserraok?utm_source=qr&igsh=MTF2cWxxaGcycW5nbw%3D%3D,,,No,No,Lead
"GOYENECHEA (Bodega) - Villa Atuel","",,,,"Sotero Arizu s n Villa Atuel",http://www.goyenechea.com,https://www.instagram.com/bodegagoyenechea/?hl=es-la,https://www.facebook.com/bodegagoyenechea,,No,No,Lead
"Alegría Apart - Ciudad de San Rafael","",,"2604 53-2252","","Dirección  Belgrano 409 esquina Buenos Aires – Ciudad",http://www.alegriapart.com,https://www.instagram.com/alegria.apartsr/,https://www.facebook.com/alegriapart,,No,No,Lead
"LA MANSA WINE ESTATES - Cuadro Nacional","",,"5 – Cuadro Nacional""",,"""Ruta 146 km 383",,http://www.lamansa.com.ar,https://www.instagram.com/lamansawines/?hl=es-la,,No,No,Lead
"Cabañas Aicanay - Sólo para Parejas – Las Paredes","",,549260497848,549260497848,"San Isidro 2850 – Las Paredes",http://www.cabanasaicanay.com.ar/,https://www.instagram.com/aicanay.cabanas/,,,No,No,Lead
"SAN RAFAEL EXCURSIONES evt Legajo 19108","",,5492604565374,5492604565374,"Domicilio  25 de Mayo 15- Ciudad de San Rafael",,https://www.instagram.com/sanrafael.excursiones/,,,No,No,Lead
"CLUB DE PESCADORES - El Nihuil","",,5492604372753,5492604372753,"Club de Pescadores – El Nihuil",,,,,No,No,Lead
"Lodge Algodón Wine – Cuadro Benegas","",,2604295985,2604295985,"CASONA   LODGE",https://www.algodonhotels.com/wineestates/,,,,No,No,Lead
"ATUEL TRAVEL - Excursiones Locales y Turismo Emisivo.","",,2604634770,2604634770,"Buenos Aires 31 – Ciudad",https://www.atueltravel.com.ar/,https://www.instagram.com/atuel.travel/?hl=es-la,https://www.facebook.com/atueltravel,,No,No,Lead
"TURISMO SAN RAFAEL E.V.T. - Turismo Emisivo. -","",,,,"Entre Rios 1305 esq. Lisandro de la Torre – Ciudad",,,,,No,No,Lead
"APROBAR ROTISERIA - Ciudad","",,,,"Av. Balloffet  901 – Ciudad",,,https://www.facebook.com/Graciela.aprobaresto,,No,No,Lead
"PIZZA MARCA (Pizzería) - Ciudad","",,,,"Domicilio. Avda. San Martin 479 – Ciudad",,,,,No,No,Lead
"CABALGATAS SAN RAFAEL","",,"0260 406-3688","","Carmona 1400, Mendoza, Argentina","","","",https://maps.google.com/?cid=11785984143316492603,No,No,Lead
"CASINO TOWER - Ciudad","",,,,"Avda. H. Yrigoyen 760 – Ciudad",https://www.towersanrafael.com/es/,,,,No,No,Lead
"ALTO LIMAY - Las Paredes","",,"","","El Chañaral Nº 800 – Las Paredes",http://www.altolimaywines.com.ar,https://www.instagram.com/bodegaaltolimay/?hl=es-la,"",,No,No,Lead
"SABORES delicatessen","",,"0260 458-3296",2604583296,"EUH, RN143 km 514, M5603 San Rafael, Mendoza, Argentina",http://www.saboresjucamar.com.ar/,"","",https://maps.google.com/?cid=4013459787224973988,No,"Sí",Lead
"Cabañas Del Sur- Rama Caída","",,,,"Ejército de Los Andes 550",http://www.xn--cabaasdelsurmza-1qb.com.ar/,https://www.instagram.com/cabanas_del_sur/,,,No,No,Lead
"GRIDO Helados","",,,,"Domicilio  Av. Moreno 47 – Ciudad",,https://www.instagram.com/gridomoreno.sr/,,,No,No,Lead
"Pizzas Trina","",,"0260 456-9123","","Av. Ing. Julio Balloffet 1499, M5600 San Rafael, Mendoza, Argentina",https://www.instagram.com/pizzastrina,https://www.instagram.com/pizzastrina/,"",https://maps.google.com/?cid=9565920703065552362,No,No,Lead
"CHEZ GASTON RESTAURANTE - Cuadro Benegas ( 1)","",,,,"R. Nac. 144 km. 674-Cuadro Benegas",https://www.algodonhotels.com/wineestates/,,,,No,No,Lead
"EL VIEJO BODEGON - (Restó) - Las Paredes","",,2604550000,2604550000,"Domicilio  Avda. Hipólito Yrigoyen 2299 – Las Paredes",https://www.elviejobodegonsr.com/?fbclid=IwY2xjawFo9HZleHRuA2FlbQIxMAABHYf3IVowPVwcjavItqOTCofyS7UIdGAieEM5xAVeWp5FIsWSLh4ccW1RGQ_aem_xysWOVaEKZysqctxF_0s5g,https://www.instagram.com/elviejobodegonsr/,https://www.facebook.com/elviejobodegonsanrafael,,No,No,Lead
"MIKELINOS - Restaurante/Pizzeria","",,2604427448,2604427448,"Domicilio  Entre Rios esq. Buchardo – Ciudad","",https://www.instagram.com/mikelinosoficial/,"",,No,No,Lead
"LA DELICIA BULEVARD - Ciudad","",,"","","H. Yrigoyen 1594 – Ciudad",https://ladeliciaboulevard.com.ar,https://www.instagram.com/ladeliciadelboulevard/,https://www.facebook.com/ladeliciadelboulevard,,No,No,Lead
"AL MUNDO San Rafael- (Franquicia)-Turismo Emisivo","",,"0810-220-1031 ext. 100","","Av. H. Yrigoyen 1799",https://almundo.com.ar/,"","",,No,No,Lead
"BODEGA CLANN MARANGI vinos de autor","",,"Belgrano 863 – Cuadro Benegas",549260028125,Bodegas,"","",https://www.instagram.com/clannmarangi,,No,No,Lead
"Rafting en San Rafael - Taccu Aventura","",,"0260 440-5176","","ruta 173 km 20800 Valle Grande, M5603 San Rafael, Mendoza, Argentina",http://www.taccuaventura.com/,"","",https://maps.google.com/?cid=14003682689555571223,No,No,Lead
"AGATA VIAJES- E.V.T. - San Rafael","",,"","","","","","",,No,"Sí",Lead
"AFTER HOUSE - Minutas - Hamburguesas","",,"","","","","","",,"Sí","Sí",Lead
"AILLANTU E.V.T. ","",,"0260 443-8444","","Alsina 389 – Ciudad","",https://www.instagram.com/aillantu_viajes/,https://www.facebook.com/aillantu.viajes/,,No,"Sí",Lead
