id,nombre,email,telefono,whatsapp,direccion,website,instagram,facebook,google_maps_url,is_premium,verificado
295,"Cabañas Ayum Elun Aldea de Río – Valle Grande",,"5 – Valle Grande""",260154538866,"""Ruta Prov. 173 km 20",,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,,0
296,"Complejo Villa Ciruelos- Las Paredes",,5492604617900,5492604617900,"Bertani Sur 1300 – Las Paredes",https://www.villaciruelos.com.ar/,https://www.instagram.com/cabanasvillaciruelos,https://www.facebook.com/villaciruelos,,,0
297,"Terra Lombarda (Bodega) - Rama Caída",,5492604595269,5492604595269,"Cubillos 4300 – Rama Caída",https://linktr.ee/bodegaterralombarda,https://www.instagram.com/bodegaterralombarda/,,,,0
298,"Atuel Cabañas – Valle Grande",,"0260 440-3173","","""Ruta Prov. 173",https://www.atuelcabana.com.ar/,http://www.atuelcabana.com.ar/,"",,,0
299,"EL NIHUIL (Restaurante-Parrilla) - El Nihuil",,549260565787,549260565787,"Domicilio  Grassi 65 – El Nihuil",,,,,,0
300,"PARRILLA DE LA FINCA",,2604500166,2604500166,"Domicilio  Av. H. Yrigoyen 5501 – Las Paredes",,,,,,0
301,"Nihuil Hotel – El Nihuil",,,,"El Nihuil  a 75 km. de Ciudad de San Rafael",https://www.smata.com.ar/el-nihuil-hotel/,,,,,0
302,"Cabañas del Puente – Las Paredes",,5491167947338,5491167947338,"Los Filtros 8501 – Las Paredes",http://www.cabdelpuente.com/,https://www.instagram.com/cabdelpuente_sr/,,,,0
303,"MITTO Helados & Café",,2604023893,2604023893,"Domicilio  Av. Hipólito Yrigoyen 1737 – Ciudad",,https://www.instagram.com/mittoheladoos/?hl=es,,,,0
304,"BODEGA FOW & Restó - Cuadro Benegas",,5492604606882,5492604606882,"DOMICILIO  Calle Mercado 1405 – Cuadro Benegas",https://linktr.ee/fowines,https://www.instagram.com/fowines.fow/,,,,0
305,"S&M Drinks - Ciudad",,,,"Av. Moreno y Belgrano – Ciudad",,,,,,0
306,"Cabañas Finca Richmond – Cuadro Benegas",,"3 – Cuadro Benegas""",260154632132,"""R. Nacional 144 Km- 669",,,https://www.instagram.com/fincarichmond/,,,0
307,"Cabañas El Paraíso Del Valle – Valle Grande",,"km 18 – Valle Grande""",260154535442,"""Ruta Prov. 173",,https://www.instagram.com/elparaiso_delvalle/,https://www.instagram.com/elparaiso_delvalle/,,,0
308,"La Finca Multiespacio - Ciudad",,5492604410548,5492604410548,"Patricias Mendocinas 2133 – Ciudad",https://www.lafinca.com.ar/,https://www.instagram.com/cabanaslafincamultiespacio/,,,,0
309,"FINCA EL NEVADO (Bodega) - Rama Caída",,5492604051563,5492604051563,"Cubillos 2000 – Rama Caída",http://www.fincaelnevado.com,https://www.instagram.com/bodegafincaelnevado/?hl=es-la,https://www.facebook.com/Bodega-Finca-El-Nevado-239465196492754,,,0
310,"CUARZO VIAJES Y TURISMO",,,,"Av. Balloffet 2.050 – Ciudad 54 9 2604 56-2363",https://cuarzoviajes.com.ar/,https://www.instagram.com/cuarzovyt/,,,,0
311,"CHAKANA Bar - Valle Grande",,,,"R. Prov. 173 Km 20 – Valle Grande",http://www.saintjosephweb.com.ar,,,,,0
312,"NEW SHALAKO - Ciudad",,"0260 468-9430","","Av. Hipólito Yrigoyen 510 – Ciudad",https://instagram.com/new.shalako?utm_medium=copy_link,https://www.instagram.com/new.shalako/,"",,,0
313,"EL FORTIN Café - Ciudad",,,,"Domicilio  Barcala y Las Heras – Ciudad",,https://www.instagram.com/elfortinpanaderia/?hl=es,,,,0
314,"Chaglasian Winery & Vineyards",,2604340827,2604340827,"Ubicación  Valentín  Bianchi 1.600 – Las Paredes",https://chaglasianwinery.com/bodega-boutique-en-san-rafael-mendoza-argentina/Instagram:,https://www.instagram.com/chaglasianwineandsuites/,https://www.facebook.com/Chaglasian,,,0
315,"JOKER VIAJES E.V.T.- Excursiones Locales",,,,"Los Franceses 25 -Ciudad",http://www.jokerviajes.com.ar/,https://www.instagram.com/jokerviajesevt/,,,,0
316,"SABORES delicatessen",,"0260 458-3296",2604583296,"EUH, RN143 km 514, M5603 San Rafael, Mendoza, Argentina",http://www.saboresjucamar.com.ar/,"","",https://maps.google.com/?cid=4013459787224973988,1,0
317,"CEBO ANDINO (Restaurante) - Los Reyunos",,,,"R. Prov. 150 km. 30- Los Reyunos",,https://www.instagram.com/kaiketurismo/?hl=es-la,,,,0
318,"JOSSELIN Heladería",,2604424809,2604424809,"Domicilio  Av. San Martín 85 – Ciudad",,https://www.instagram.com/josselinheladeria/?hl=es,,,,0
319,"BAKO Café - Restó - Valle Grande",,"5 Valle Grande"," San Rafael.""","""Domicilio    Ruta 173 Km 14",,,,,,0
320,"CANTINA A GO GO - Ciudad",,260154108487,260154108487,"Avda. San Martín y Chile – Ciudad",,https://www.instagram.com/cantinaagogo/?hl=es,https://www.facebook.com/CantinaaGoGo,,,0
321,"ROCA (Bodega)- Cañada Seca",,5492604590430,5492604590430,"R. Prov. 165 – La Pichana – Cañada Seca",http://www.rocawines.com,https://www.instagram.com/alfredo.rocawines/?hl=es-la,https://www.facebook.com/BodegaAlfredoRoca,,,0
322,"Cabañas Buena Vista – Valle Grande",,2601545464844248671,2601545464844248671,"Ruta Prov. 173 km 18 – Valle Grande",http://www.buenavistadelvalle.com.ar/,https://www.instagram.com/buenavista.vallegrande/,,,,0
323,"Hotel Tower Inn & Suites – 4 Estrellas",,,,"Av. Hipólito Yrigoyen 760 – Ciudad",http://www.towersanrafael.com,https://www.instagram.com/towerhotelsuites/?hl=es,,,,1
324,"Apart Hotel Ámbar",,5492604636042,5492604636042,"Chile 259 – Planta Alta  – Ciudad","","","",,,0
325,"Cabañas El Valle- Ciudad",,5492604600031,5492604600031,"Av. Balloffet 1758 – Ciudad",http://www.cabanaselvalle.com.ar/,,,,,0
326,"Maktub Sabores de Medio Oriente",,"0260 456-9552","","El Pehuenche 1750, M5600 San Rafael, Mendoza, Argentina",https://pedidodirecto.app/maktub,https://www.instagram.com/maktub.sanrafael/,"",https://maps.google.com/?cid=2116254204068205058,0,0
327,"EL MATUNGO Restaurante",,"Villa 25 de Mayo","San Rafael.""","""Domicilio  Los Andes 263",5492604502558,,,,,0
328,"Complejo Turístico Abraham- Ciudad",,260154322262,260154322262,"Perú 240 – Ciudad",,https://www.instagram.com/abraham_complejo_turistico/,,,,0
329,"POSADA DE CAMPO PURA VIDA - Rama Caída",," Rama Caída""",,"""Ejército de los Andes 7417",,https://posadapuravida.com.ar/,https://www.instagram.com/posadapura/,,,0
330,"BAHRÜ - Ciudad",,260154625273,260154625273,"Av. Hipólito Yrigoyen 1899 – Ciudad",,https://www.instagram.com/bahru.club/,https://www.facebook.com/bahru.club,,,0
331,"EL NIHUIL HOTEL (Resto)- El Nihuil - (1)",,,,"La Pasarella 1200- El Nihuil",https://www.smata.com.ar/el-nihuil-hotel/,,,,,0
332,"Complejo Villa Hermosa – Rama Caída",,,,"La Bodega S N – Rama Caída",http://complejovillahermosa.com/,,,,,0
333,"LLAMATIVO Resto /Bar -Cañada Seca",,2604405557,2604405557,"Domicilio  Ruta 143 El Tropezón",,https://www.instagram.com/llamativorestobar/?hl=es-la,https://www.facebook.com/p/Llamativo-Resto-Bar-100083025745805/,,,0
334,"ZEQUECH RESTAURANTE - Valle Grande",,,,"R. Prov. 173 km 22  – Valle Grande",,https://www.instagram.com/zequech_resto_bar/,,,,0
335,"COLOR CAFÉ - Villa 25 de Mayo",,5492604570715,5492604570715,"Domicilio  9 de Julio esq. San Martin – Villa 25 de Mayo",,https://www.instagram.com/restaurante.colorcafe/?hl=es,https://www.facebook.com/Restaurante-Color-Cafe-1812221962390806,,,0
336,"RAFFEISH - Valle Grande",,,,"R. Prov. 173 km 29 – Valle Grande",https://www.raffeish.com.ar/,https://www.instagram.com/raffeishturismo/,,,,0
337,"Rafting en San Rafael - Taccu Aventura",,"0260 440-5176","","ruta 173 km 20800 Valle Grande, M5603 San Rafael, Mendoza, Argentina",http://www.taccuaventura.com/,"","",https://maps.google.com/?cid=14003682689555571223,0,0
338,"BLAXON Steak House & Bar - RESTAURANTE - Ciudad",,,,"Cuba 17 Shopping -Local 1 y 5",,https://www.instagram.com/blaxonrestaurante/,,,,0
339,"CALLE ANGOSTA (Enorestó Bodega Ibarra) - Rama Caída",,,,"Cubillos 3550 – Rama Caída",,https://www.instagram.com/bodegaibarra/?hl=es-la,https://www.facebook.com/BodegaBoutiqueIbarra,,,0
340,"BOMBASTICK San Rafael - Burger-Bar",,2604604343,2604604343,"Domicilio  Av. H. Yrigoyen 2.451 – Las Paredes",,https://www.instagram.com/bombastick.sanrafael/,,,,0
341,"Cabañas Tardecitas Del Atuel – Rama Caída",,260154504933,260154504933,"La Bodega 800 – Rama Caída",,https://www.instagram.com/tardecitas2020/,https://www.facebook.com/cabanas.t.sanrafael/,,,0
342,"Hostel Antonieta - Ciudad",,260154011920,260154011920,"Day 244 – Ciudad",https://antonietahostel.com.ar/,https://www.instagram.com/antonietahostel/?hl=es,,,,0
343,"Apart Hotel Milenium - 1 Estrella",,5492604651295,5492604651295,"Coronel Day 20 – Ciudad",http://www.apartmilenium.com.ar/,https://www.instagram.com/plaza_milenium_hotel_y_apart/,,,,0
344,"RINCON DEL VALLE (Restó-Bar) - Valle Grande",,"5 – Valle Grande""",,"""R. Prov. 173 km 24",,http://www.rincondelvallecab.com.ar/,https://www.instagram.com/restorincondelvalle/,,,0
345,"Nelumbo Petit Chalet – Las Paredes",,260154636280,260154636280,"Bentos 1400- Las Paredes",https://nelumbochalet.com.ar/,https://www.instagram.com/nelumbochalet/?hl=es,,,,0
347,Yancanelo,,"0260 443-5197","","Av. Hipólito Yrigoyen 4030, San Rafael, Mendoza, Argentina",http://www.yancanelo.com/,"","",https://maps.google.com/?cid=983784894698513773,0,0
348,"Bodega ÚLTIMA FRONTERA -",,5492604124284,5492604124284,"Ubicación   Sardini y Las Vírgenes – Las Paredes",https://www.bodegaultimafrontera.com.ar/,https://www.instagram.com/bodega.ultimafrontera/?hl=es,,,,0
349,"La Carmelita- Las Paredes",,,,"Carmona 2500 – Las Paredes",http://www.fincalacarmelitahotel.com/,,,,,0
350,"Cabañas Carü Leufu – Valle Grande",,"4 – Valle Grande""",260154418025,"""Ruta Prov. 173 km Ruta Prov. 173 km 17",,http://www.caruleufu.com.ar/,https://www.instagram.com/caruleufuofficial/,,,0
351,"Cabañas Las Acequias – Rama Caída",,,,"Ejército de Los Andes 3300 – Rama Caída",http://www.lasacequiassanrafael.com/,,,,,0
352,"CAÑON DEL ATUEL- E.V.T. Turismo Emisivo",,,,"Av. San Martín 325 – Ciudad",,,,,,0
353,"Cabañas Del Lago – Los Reyunos",,5492604404042,5492604404042,"Club de Pesca y Náutica – Los Reyunos",http://www.cabanasreyunos.com.ar/,https://www.instagram.com/casadel_lago/,,,,0
354,"Complejo Villa Bonita – Villa 25 de Mayo",,2604537154,2604537154,"Ruta Prov. N  150 – S N- Villa 25 de Mayo",http://www.complejovillabonita.com.ar/,https://www.instagram.com/complejovillabonita/,,,,0
355,"Oro Verde",,"0260 461-7366","","Av. Juan B. Alberdi 500, M5600HKJ San Rafael, Mendoza, Argentina",https://instagram.com/oroverdesrl?igshid=YmMyMTA2M2Y=,"","",https://maps.google.com/?cid=13154873282284940714,0,0
356,Ketobac,,"0260 442-2082","","Av. Gral. José de San Martín 175, M5600 San Rafael, Mendoza, Argentina",http://www.ketobac.com/,"","",https://maps.google.com/?cid=18333753111439069129,0,0
358,"BUFETT TERMINAL DE OMNIBUS - Ciudad",,,,"Gral. Paz 980 – Ciudad",,,,,,0
359,Ketobac,,"0260 442-2082","","Av. Gral. José de San Martín 175, M5600 San Rafael, Mendoza, Argentina",http://www.ketobac.com/,"","",https://maps.google.com/?cid=18333753111439069129,0,0
360,"Hotel Inti’s- 1 Estrella",,2601545570742604129999,2601545570742604129999,"Corrientes 35 – Ciudad – GPS S  34º 37.098  O  68º 19.889",,https://www.instagram.com/hotelintis_/?hl=es,,,,0
361,"ALMALEK - Restó / Bar -  San Rafael",,2604264633,2604264633,"Domicilio  Av. Hipolito Yrigoyen 1650 – Ciudad",https://linktr.ee/almalekrestaurante,https://www.instagram.com/almalek_shawarma/profilecard/?igsh=MXA1eTdyOWRoMDRydg%3D%3D,"",,,0
362,"Cabañas Frutos Deliciosos- Rama Caída",,,,"R. Nac. 143 km 513 – Rama Caída",http://frutosdeliciosos.com.ar/cabanas/,https://www.instagram.com/fruto.sdeliciosos/?hl=es,,,,0
363,"Apart Hotel Sesma – Cuadro Nacional – 2 Estrellas",,5492604323299,5492604323299,"Calle Salas 500 – Cuadro Nacional",http://www.complejosesma.com.ar,https://www.instagram.com/complejo_sesma/,,,,0
364,"TOWDAH VIAJES - Empresa de Viajes y Turismo",,5492604036822,5492604036822,"Agencia 100   On Line",https://www.towdahviajes.com.ar/Instagram:,https://www.instagram.com/towdahviajes/,,,,0
365,"Apart Hotel Cavis - 1 Estrella",,5492604600662,5492604600662,"Avenida  Balloffet 150 – Ciudad",https://www.aparthotelcavis.com.ar/,,,,,0
366,"ARGANA WINE (Bodega) - Atuel Norte",,2604407699,2604407699,"R. Nac. 143 km 475 – Atuel Norte",http://arganawines.com.ar/es/,https://www.instagram.com/arganawines/?hl=es-la,"",,,0
367,"PASTELLA- Café - Pastelería",,2604342496,2604342496,"Domicilio  Av. San Martín 435 – Ciudad",,https://www.instagram.com/pastella.sr/,,,,0
368,"Cabañas Las Escondidas Entre Río y Montañas – Valle Grande",," km 15 – Valle Grande""",,"""Ruta P Ruta Prov. 173",,http://www.lasescondidas.com/,https://www.instagram.com/cab.lasescondidas/,,,0
369,"ATUEL TRAVEL - Excursiones Locales y Turismo Emisivo.",,2604634770,2604634770,"Buenos Aires 31 – Ciudad",https://www.atueltravel.com.ar/,https://www.instagram.com/atuel.travel/?hl=es-la,https://www.facebook.com/atueltravel,,,0
370,"La Dante Viajes",,2604414179,2604414179,"Domicilio  Alem 52 – Ciudad de San Rafael",,https://www.instagram.com/ladanteviajes/,,,,0
371,"Secretos del Monte",,"0260 453-4177","","5600, Justo en frente de GNC pacifico, Av. Ing. Julio Balloffet 2869, M5600 San Rafael, Mendoza, Argentina",http://www.secretosdelmonte.com/,"","",https://maps.google.com/?cid=8477328962055156805,0,0
372,"Apart Hotel La Bodega- Las Paredes",,5492604571788,5492604571788,"Las Vírgenes 2880 – Las Paredes",http://www.labodegaaparthotel.com/,,,,,0
374,"Hotel Francia - Ciudad",,26015433729202604429351,26015433729202604429351,"Francia 248 – Ciudad",https://alojamientofrancia.com.ar/,https://www.instagram.com/hotel_francia/,"Hotel Francia",,,0
375,"Cabañas El Pueblo Escondido – Rama Caída",,260154408456,260154408456,"Cubillos 4035 – Rama Caída",http://www.elpuebloescondido.com.ar/,https://www.instagram.com/pueblo.escondido/,,,,0
376,"TOSCANA Restó - Ciudad",,2604406178,2604406178,"Domicilio  Castelli 19 Ciudad",,https://www.instagram.com/toscana_resto/?locale=zh-hans,,,,0
377,"PARADOR MILLCAYAC - Valle Grande",,2604408014,2604408014,"Domicilio  R. Provincial 173 km. 19- Valle Grande",,,,,,0
378,"FRAMBUESA- Café - Pastelería",,2613895474,2613895474,"Domicilio         Jose Hernández 2477 – Ciudad",,https://www.instagram.com/frambuesa.cake/,,,,0
379,"LA POSTA DEL CHOLO (Restó) - Valle Grande - (1)",,,,"Ruta Prov. N  173 km 18 – Valle Grande",,https://www.instagram.com/postadelcholo/,https://www.facebook.com/laposta.delcholo,,,0
380,"CAFÉ DEL MUNDO - Ciudad",,,,"Ubicación 1   Avda. Hipólito Yrigoyen 1661 – Ciudad",https://www.cafedelmundo.com.ar/,https://www.instagram.com/cafedelmundoarg/,,,,0
381,"CABAÑAS ELITA - Rama Caída",,541132636242,541132636242,"Domicilio  Ejército de Los Andes 6905- Rama Caída",,https://www.instagram.com/elitasanrafael,https://www.facebook.com/ElitaSanRafael/,,,0
382,"GOYENECHEA (Bodega) - Villa Atuel",,,,"Sotero Arizu s n Villa Atuel",http://www.goyenechea.com,https://www.instagram.com/bodegagoyenechea/?hl=es-la,https://www.facebook.com/bodegagoyenechea,,,0
383,"Cabañas Del Sur- Rama Caída",,,,"Ejército de Los Andes 550",http://www.xn--cabaasdelsurmza-1qb.com.ar/,https://www.instagram.com/cabanas_del_sur/,,,,0
384,"Apart Hotel Ayum Elun Aldea de Río - Valle Grande",,"0260 453-8866",5492604538866,"""Ruta Prov. 173 km 20",https://www.ayumelun.com/,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,,0
385,"THE CLUB ( Restaurant & Bar) - Barrio TAC- Ciudad",,5492604059405,5492604059405,"Canadá 12  – Barrio TAC – Ciudad de San Rafael",https://www.theclub.com.ar/,https://www.instagram.com/stories/theclubsanrafael/?hl=es,,,,0
386,"ASTOR Cervecería - San Rafael",,"","","Av. Balloffet 396 – Ciudad",https://sanrafaelturismo.gov.ar/2022/03/30/astor-cerveceria/,https://www.instagram.com/astor.sanrafael/,"",,,0
387,"Cabañas La Montielita - Rama Caída",,2604056615,2604056615,"Domicilio  RN143 km 511  entre calles Arroyo y Gutierrez  – Rama Caída",https://www.lamontielita.com.ar/,https://www.instagram.com/lamontielitamza/,,,,0
388,"Apart Hotel Ayum Elun Aldea de Río - Valle Grande",,"0260 453-8866",5492604538866,"""Ruta Prov. 173 km 20",https://www.ayumelun.com/,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,,0
389,"Apart Hotel Los Reyunos – 1 Estrella – Los Reyunos",,5492604682007,5492604682007,"Club de Náutica y Pesca – Los Reyunos",http://www.losreyunos.net/,https://www.instagram.com/losreyunosapart/,,,,0
390,"Los Cactus – Rama Caída",,,,"José Mora 395 – Rama Caída",,,https://www.facebook.com/Caba%C3%B1a-Los-Cactus-355497607968288,,,0
391,"EMPRESA DE TURISMO ITALO BUTTINI -E.V.T.- Turismo Emisivo.",,,,"Corrientes 494 – Ciudad",,https://www.instagram.com/turismobuttini/?hl=es-la,https://www.facebook.com/turismo.buttini/,,,0
392,"FIGO RESTAURANTE - Rama Caída",,"4 entre Cubillos y Perdiguez","Rama Caída""","""Domicilio  Ruta 143 Km 513",2604504455,,,,,0
393,"VIENTO ANDINO Complejo de Cabañas",,5492604400666,5492604400666,"Sardini Sur 1205 – Las Paredes",https://www.vientoandino.com.ar/?fbclid=PAZXh0bgNhZW0CMTEAAac9ZGGQsolyho_eHdiohl7EJPDeHHd6VuI_1JG7q4ZcAFtoc6kJ8SOed32dsQ_aem_qluQ6l4F4DLacakHk2ZCZQ,https://www.instagram.com/complejovientoandino?igsh=cWw5amQzdHoxMTAz&utm_source=qr,,,,0
394,"Apart Hotel Talú - Ciudad",,5492604619229,5492604619229,"Blas Parera esq. Roca – Ciudad",,https://www.instagram.com/taluapart/?hl=es,,,,0
395,"Cabañas Los Niyus – Rama Caída",,260154694868,260154694868,"Calle Cubillos 4035 – Rama Caída",,https://www.instagram.com/losniyus/,,,,0
396,"Cabañas La Viñuela – Ciudad",,5492604534006,5492604534006,"Santiago Grain 3030 – Loteo Viñuela  Altura de Dean Funes y Los Filtros  –",http://www.lavinuela.com.ar/,,https://www.facebook.com/lavinuela/,,,0
397,"LA MANSA WINE ESTATES - Cuadro Nacional",,"5 – Cuadro Nacional""",,"""Ruta 146 km 383",,http://www.lamansa.com.ar,https://www.instagram.com/lamansawines/?hl=es-la,,,0
398,"L´OBRADOR (Comedor De Campo) - Las Paredes - (1)",,,,"Bentos 50 Pasillo 1 – Las Paredes",,https://www.instagram.com/lobradorsr/,https://www.facebook.com/L-Obrador-570792939655533,,,0
399,"BODEGA BOURNETT (Bodega / Espumantes) - Cuadro Nacional",,5492604063291,5492604063291,"Ruta 154 s n – Cuadro Nacional",http://bournett.com.ar/,https://www.instagram.com/bodegabournett/?hl=es-la,https://www.facebook.com/vinosbournett,,,0
400,"Cabañas El Mangrullo – Rama Caída",,,,"Ej. De Los Andes 8900 – Rama Caída",,,,,,0
401,"AGATA VIAJES- E.V.T. - San Rafael",,"","","","","","",,1,0
402,"EL PATIO (Café Bar) - Ciudad",,154061648,154061648,"Domicilio  Hipólito Yrigoyen 1555 – Ciudad",,https://www.instagram.com/elpatio.goodfood/?hl=es,https://www.facebook.com/elpatiobeerhouse,,,0
403,"LA NUEVA COSECHA 71 (Café- Minutas) - Ciudad",,,,"Av. Hipólito Yrigoyen 674 – Ciudad",,,,,,0
404,"GOOD PANCHO 19 - Ciudad",,,,"Avda. Balloffet 115 – Ciudad",,https://www.instagram.com/goodpancho.sr/,https://www.facebook.com/Pancho19SanRafael,,,0
405,"Cabañas El Auca – Villa 25 de Mayo",,2604670652,2604670652,"Los Andes 145 – Villa 25 de Mayo",,https://www.instagram.com/elauca/,,,,0
406,"Cabañas Expoarte -Las Paredes",,5492604670625,5492604670625,"Bertani Sur  1285 – Las  Paredes",,https://www.instagram.com/cabanas_expoarte/,,,,0
407,"ALOHA Heladería - San Rafael",,2604562367,2604562367,"Ubicación  Chile 51 y 9 de Julio esq. Jujuy- San Rafael","",https://www.instagram.com/heladosaloha.sanrafael/,"",,,0
408,"HOGAREÑO&#8217;S 🏡-Restaurante y Comidas para llevar",,km498,"Salto de las Rosas- San Rafael""","""Domicilio  Ruta Nacional 143",2604560330,,,,,0
409,"LA ABEJA (Bodega / Espumantes) - Ciudad",,,,"Av. Hipólito Yrigoyen 1900 – Ciudad",http://www.bodegalaabeja.com.ar,https://www.instagram.com/bodegalaabeja/?hl=es-la,https://www.facebook.com/Laabejabodega,,,0
410,"PANCHO 19 - Ciudad",,,,"Day  239 – Ciudad",,,,,,0
411,"Casas Viejas – Las Paredes",,,,"Valentín Bianchi 6500 – Las Paredes",http://www.fincacasasviejas.com.ar/,,,,,0
412,"Hostel Shanti-Las Paredes",,260154660674154663902,260154660674154663902,"Av. Hipólito Yrigoyen 2602 -Las Paredes",http://www.shantihostel.com.ar/,https://www.instagram.com/shanti.hostel/?hl=es,https://www.facebook.com/Shanti-Hostel-169966623058058/?ref=br_rs,,,0
413,"ALMALEK - Restó / Bar -  San Rafael",,2604264633,2604264633,"Domicilio  Av. Hipolito Yrigoyen 1650 – Ciudad",https://linktr.ee/almalekrestaurante,https://www.instagram.com/almalek_shawarma/profilecard/?igsh=MXA1eTdyOWRoMDRydg%3D%3D,"",,,0
414,"Cabañas Altos Del Valle – Rama Caída",,,,"Cubillos 8000 – Rama Caída",http://www.altosdelvallesr.com.ar/,,,,,0
415,"Cabañas Los Niyus – Rama Caída",,260154694868,260154694868,"Calle Cubillos 4035 – Rama Caída",,https://www.instagram.com/losniyus/,,,,0
416,"Cabañas Valle Grande Hotel de Montaña – Estrella – Valle Grande",," km 35 – Valle Grande""",,"""Ruta Prov. 173",,http://www.hotelvallegrande.com/,,,,0
417,"Cabañas El Abrazo – Rama Caída",,260154679616,260154679616,"Ejercito De Los Andes 9000 – Rama Caída",http://www.cabanaselabrazo.com.ar/,https://www.instagram.com/cabanaselabrazo/,,,,0
418,"Cabañas Aldo – Las Paredes",,5492604589050,5492604589050,"El Toledano 3195 – Las Paredes",,https://www.instagram.com/cabaldo.sanrafael/,https://www.facebook.com/cabanasaldosanrafael/,,,0
419,"Hotel Ciudad – 1 Estrella",,2604385362,2604385362,"Entre Ríos 96 – Ciudad",,https://www.instagram.com/hotel.ciudadsr/?hl=es,,,,0
420,"Cabañas Los Chalecitos – Valle Grande",,,,"Ruta N  173 km. 13 – Valle Grande.",http://www.loschalecitos.com.ar/,https://www.instagram.com/loschalecitosok/?hl=es,https://www.facebook.com/loschalecitosok/,,,0
421,"Cabañas Aitué- Valle Grande",,"1 – Valle Grande""",2604090644,"""Ruta Prov. 173 km 25",,http://www.complejoaitue.com.ar/,,,,0
422,"Hotel Inti’s- 1 Estrella",,2601545570742604129999,2601545570742604129999,"Corrientes 35 – Ciudad – GPS S  34º 37.098  O  68º 19.889",,https://www.instagram.com/hotelintis_/?hl=es,,,,0
423,"Cabañas La Montielita - Rama Caída",,2604056615,2604056615,"Domicilio  RN143 km 511  entre calles Arroyo y Gutierrez  – Rama Caída",https://www.lamontielita.com.ar/,https://www.instagram.com/lamontielitamza/,,,,0
424,"Cabañas Complejo Turístico Motel Cañón Del Atuel – Cañón del Atuel",,2604551525,2604551525,"Ruta Prov. 173 km 60- Cañón del Atuel",,,,,,0
425,"Cabañas Cangallo - Ciudad",,5492604582250,5492604582250,"Cangallo 1428- Ciudad",https://www.cabanascangallo.com/?fbclid=PAZXh0bgNhZW0CMTEAAafc-XQ70qYCDCCwIE0h1mAHYTmVL9GtM8Euv9XGCChGatQ-zA7rUeAvVR1WXA_aem_ufgDL554yRPdLMV20fQwJw,https://www.instagram.com/cabanascangallo.sanrafael/?hl=es,,,,0
426,"Hotel Almería – 2 Estrellas",,2604438020,2604438020,"Barcala 221 – Ciudad",http://www.almeriahotel.com.ar,https://www.instagram.com/hotel_almeria_san_rafael/?hl=es,,,,0
427,"Cabañas Inti Co - Los Reyunos",,5492604563767,5492604563767,"Club de Pesca y Náutica – Los Reyunos",http://www.losreyunossanrafael.com,https://www.instagram.com/inticolosreyunos/,,,,0
428,"AL ANTOJO DEL COCINERO(Resto) - Ciudad",,"0261 333-7364","","Av. Balloffet 173 – Ciudad",https://www.facebook.com/Al-Antojo-del-Cocinero-401475969975590/?utm_source=foodlocate.com&utm_medium=referral,https://www.instagram.com/alantojodelcocinero/,https://www.facebook.com/Al-Antojo-del-Cocinero-401475969975590,,,0
429,"Hotel San Rafael – 3 Estrellas",,260443012728,260443012728,"Domicilio  Day 30 – Ciudad",http://www.sanrafaelhotel.com.ar,,,,,1
430,"Cabañas Finca Silvestre – Las Paredes",,5492604532314,5492604532314,"https   wa.me 5492604532314",http://www.fincasilvestre.com.ar/,https://www.instagram.com/fincasilvestre/,,,,0
431,"Hotel Nuevo Mundo – 3 Estrellas",,5492604630087,5492604630087,"Av. Balloffet 725 – Ciudad",,https://www.instagram.com/hotelnuevomundo1503/?hl=es,,,,0
432,"Cabañas Aicanay - Sólo para Parejas – Las Paredes",,549260497848,549260497848,"San Isidro 2850 – Las Paredes",http://www.cabanasaicanay.com.ar/,https://www.instagram.com/aicanay.cabanas/,,,,0
433,"EXCURSIONES AHORA EV.T. -Excursiones Locales.",,,,"Av. Hipólito Yrigoyen 642 – Ciudad",http://www.excursionesahora.com.ar/,https://www.instagram.com/excursionesahora/,,,,0
434,"Cabañas Balcón Del Atuel – Valle Grande",,"km 18 – Valle Grande""",260154679932,"""Ruta Prov. 173",,http://www.balcondelatuel.com.ar/,https://www.instagram.com/balcondelatuel/,,,0
435,"Hostel Rogupani - Ciudad",,5492604419889,5492604419889,"B. De Irigoyen 695 – Ciudad",,,,,,0
436,"Cabañas Tierra Virgen – Villa 25 de Mayo",,5492604593961,5492604593961,"https   wa.me 5492604593961",http://www.tierravirgencabanas.com/,,https://www.facebook.com/tierravirgencabanas/,,,0
437,"Cabañas Tierra Virgen – Villa 25 de Mayo",,5492604593961,5492604593961,"https   wa.me 5492604593961",http://www.tierravirgencabanas.com/,,https://www.facebook.com/tierravirgencabanas/,,,0
438,"Cabañas Altos la Villa – Villa 25 de Mayo",,5492604392739,5492604392739,"9 de julio 450 – Villa 25 de Mayo",http://www.altoslavilla.com.ar,https://www.instagram.com/altoslavilla/,,,,0
439,"Cabañas Altos la Villa – Villa 25 de Mayo",,5492604392739,5492604392739,"9 de julio 450 – Villa 25 de Mayo",http://www.altoslavilla.com.ar,https://www.instagram.com/altoslavilla/,,,,0
